name,classification,frequency_female,frequency_male,frequency_total,ratio,names
JAUANA,F,66,0,66,1.0,|JAUANA|
JAUANE,F,64,0,64,1.0,|JAUANE|
JAUBERT,M,0,36,36,1.0,|JAUBERT|
JAUCILENE,F,32,0,32,1.0,|JAUCILENE|
JAUDECI,M,0,59,59,1.0,|JAUDECI|JAUDECIR|
JAUDIR,M,0,161,161,1.0,|GAUBI|JAUDEIR|JAUDIR|
JAUDEMIR,M,0,64,64,1.0,|JAUDEMIR|
JAUDETE,F,76,0,76,1.0,|JAUDETE|
JAUDILENE,F,44,0,44,1.0,|JAUDILENE|
JAUDIRENE,F,20,0,20,1.0,|JAUDIRENE|
JAUDO,M,0,120,120,1.0,|JAUDO|
JAUMIR,M,0,136,136,1.0,|JAUMIR|
JAUNA,F,64,0,64,1.0,|JAUNA|
JAURA,F,62,0,62,1.0,|JAURA|
JAURES,M,0,61,61,1.0,|JAURES|
JAURI,M,0,1060,1060,1.0,|JAURI|JAURY|
JAURINA,F,28,0,28,1.0,|JAURINA|
JAURO,M,0,234,234,1.0,|JAURO|
JAUSON,M,0,30,30,1.0,|JAUSON|
JAVA,M,83,121,204,0.5931372549019608,|JAVA|
JAVAN,M,20,885,905,0.9779005524861878,|JAVAM|JAVAN|
JAVANA,F,43,0,43,1.0,|JAVANA|
JAVANI,F,21,0,21,1.0,|JAVANI|
JAVAS,M,0,39,39,1.0,|JAVAS|
JAVE,M,0,364,364,1.0,|JAVE|JAVER|
JAVEL,M,0,36,36,1.0,|JAVEL|
JAVERSON,M,0,100,100,1.0,|JAVERSON|
JAVERT,M,0,93,93,1.0,|JAVERT|
JAVERTE,M,0,22,22,1.0,|JAVERTE|
JAVES,M,0,47,47,1.0,|JAVES|
JAVIER,M,0,853,853,1.0,|JAVIER|
JAVSON,M,0,33,33,1.0,|JAVSON|
JAX,M,0,198,198,1.0,|JAX|
JASAN,M,0,55,55,1.0,|JASAN|JAZAN|
JAZANIAS,M,0,59,59,1.0,|JASANIAS|JAZANIAS|
JASIVA,F,86,0,86,1.0,|JASIVA|JAZIVA|
JASO,M,0,99,99,1.0,|JASO|JAZO|
JEA,M,0,310,310,1.0,|GEA|GEAR|JEA|JEAR|
JEAMERSON,M,0,141,141,1.0,|GEAMERSON|JEAMERSON|
JEANCLEI,M,0,33,33,1.0,|JEANCLEI|
JEANDERSSON,M,0,24,24,1.0,|JEANDERSSON|
JEANDISON,M,0,59,59,1.0,|GEANDISON|JEANDISON|
GEANEA,F,65,0,65,1.0,|GEANEA|JEANEA|
JEANET,F,81,0,81,1.0,|JEANET|JEANETH|
JEANETI,F,24,0,24,1.0,|JEANETI|
JEANETTE,F,484,0,484,1.0,|GEANETTE|JEANETTE|JEANNETTE|
JEANNIE,F,110,0,110,1.0,|JEANIE|JEANNIE|
JEANIFER,F,43,0,43,1.0,|JEANIFER|
GEANILDO,M,0,54,54,1.0,|GEANILDO|JEANILDO|
GEANINA,F,64,0,64,1.0,|GEANINA|JEANINA|
JEANISE,F,25,0,25,1.0,|JEANISE|
JEANPIERRE,M,0,32,32,1.0,|JEANPIERRE|
GEARLISON,M,0,117,117,1.0,|GEARLISON|JEARLISON|
JEAZIEL,M,0,47,47,1.0,|JEASIEL|JEAZIEL|
JECELINO,M,0,24,24,1.0,|JECELINO|
GECIANI,F,78,0,78,1.0,|GECIANI|JECIANI|
JECKISON,M,0,20,20,1.0,|JECKISON|
JECKSON,M,0,462,462,1.0,|JAECKSON|JECKSON|
JED,M,0,26,26,1.0,|JED|
JEDEDIAS,M,0,42,42,1.0,|GEDEDIAS|JEDEDIAS|
JEDAIS,M,0,87,87,1.0,|GEDIAS|JEDAIS|JEDIAS|
GEDIENE,F,95,0,95,1.0,|GEDIENE|JEDIENE|
JEEFERSON,M,0,35,35,1.0,|JEEFERSON|
JEFF,M,0,374,374,1.0,|JEF|JEFF|JHEFF|
JEFER,M,149,428,577,0.7417677642980935,|GEFER|JEFE|JEFER|JEFFE|JEFFER|JHEFER|JHEFFER|
JEFEFERSON,M,0,24,24,1.0,|JEFEFERSON|
JEFERT,M,0,22,22,1.0,|JEFERT|
JEFETER,M,0,290,290,1.0,|GEFETER|JEFETE|JEFETER|JEFFETER|
JEFETSON,M,0,36,36,1.0,|JEFETSON|
JEFFERY,M,0,21,21,1.0,|JEFFERY|
JEFFREY,M,0,629,629,1.0,|JEFFREY|JEFFRY|JEFREI|JEFREY|JEFRI|JEFRY|
JEFRSON,M,0,664,664,1.0,|GEFRSON|JEFFRSON|JEFRRSON|JEFRSON|
JEFICA,F,28,0,28,1.0,|JEFICA|
JEFISSON,M,0,51,51,1.0,|JEFISSON|
JEFITA,F,27,0,27,1.0,|JEFITA|
JEFITER,M,0,373,373,1.0,|GEFITER|JEFFITER|JEFITE|JEFITER|
JEFONE,M,0,23,23,1.0,|JEFONE|
JEFRE,M,0,56,56,1.0,|JEFRE|
JEFT,M,0,46,46,1.0,|JEFT|
JEFTA,F,36,24,60,0.6,|JEFTA|
JEFTI,M,0,30,30,1.0,|JEFTI|
JEFTON,M,0,27,27,1.0,|JEFTON|
JEHAD,M,0,32,32,1.0,|JEHAD|
JEICKSON,M,0,35,35,1.0,|JEICKSON|
JEIFER,F,30,20,50,0.6,|JEIFER|
JEIMESON,M,0,170,170,1.0,|GEIMESON|JEIMESON|JHEIMESON|JHEYMESON|
JHEIMYS,M,0,22,22,1.0,|JEIMIS|JHEIMYS|JIMIS|
JHEMILLY,F,410,0,410,1.0,|JEMILLI|JEMILLY|JHEMELLY|JHEMILLI|JHEMILLY|JHEMYLLY|
JENEFI,F,304,0,304,1.0,|GENEFI|JENEFI|JENEFIR|JENEFY|JENNEFIR|JHENEFY|
JENNIE,F,242,20,262,0.9236641221374046,|GENIE|GENIER|JENIE|JENIER|JENNIE|JENNIER|
JENIF,F,404,0,404,1.0,|GENIF|JENIF|JENIFF|JENIFR|JENNIF|JENNIFR|JHENIF|JHENIFF|JHENNIF|JHENNYF|
JENINFER,F,49,0,49,1.0,|JENINFER|
GENIQUELE,F,45,0,45,1.0,|GENIQUELE|JENIQUELE|
GENOEVA,F,214,0,214,1.0,|GENOEVA|JENOEVA|
JENS,M,0,103,103,1.0,|JENS|
JENSEN,M,0,30,30,1.0,|JENSEN|
GEOANE,M,20,297,317,0.9369085173501577,|GEOANE|JEOANE|
JEOAS,M,0,47,47,1.0,|JEOAS|
GEOCASTA,F,77,0,77,1.0,|GEOCASTA|JEOCASTA|
JEONG,F,34,25,59,0.576271186440678,|JEONG|
GEOSIANE,F,65,0,65,1.0,|GEOSIANE|JEOSIANE|
GEOSIMAR,M,0,60,60,1.0,|GEOSIMAR|JEOSIMAR|
GEOVINO,M,0,205,205,1.0,|GEOVINO|JEOVINO|
JEPSON,M,0,72,72,1.0,|GEPSON|JEPSON|
JEQUELINE,F,158,0,158,1.0,|JEQUELINE|
JEQUESON,M,0,37,37,1.0,|JEQUESON|
JEREMY,M,0,160,160,1.0,|JEREMI|JEREMY|JHEREMY|
JERFENSON,M,0,76,76,1.0,|JERFENSON|
GERICA,F,203,0,203,1.0,|GERICA|JERICA|
GERMESSON,M,0,59,59,1.0,|GERMESSON|JERMESSON|
GERNIEL,M,0,62,62,1.0,|GERNIEL|JERNIEL|
JEROAN,M,0,43,43,1.0,|GEROAN|JEROAN|
GEROME,M,0,161,161,1.0,|GEROME|JEROME|
JESANIAS,M,0,121,121,1.0,|GESANIAS|JESANIAS|JEZANIAS|
JESARELA,F,48,0,48,1.0,|JESARELA|
JESCIANE,F,60,0,60,1.0,|GESCIANE|JESCIANE|
JESIARA,F,197,0,197,1.0,|GESIARA|JESIARA|
JESIAS,M,0,144,144,1.0,|GESIAS|JESAIS|JESIAS|
JESUILSON,M,0,86,86,1.0,|JESIELSON|JESUILSON|
JESINETE,F,44,0,44,1.0,|GESINETE|JESINETE|
JESINIEL,M,0,27,27,1.0,|JESINIEL|
GESIONE,M,69,181,250,0.724,|GESIONE|JESIONE|
JESOMAR,M,0,34,34,1.0,|JESOMAR|
JESONI,M,0,20,20,1.0,|JESONI|
JESS,M,0,63,63,1.0,|GESS|JESS|
JESSAMINE,F,35,0,35,1.0,|JESSAMINE|
JESSANY,F,53,0,53,1.0,|JESSANI|JESSANY|
JESSELINA,F,62,0,62,1.0,|GESSELINA|JESSELINA|
JESSEN,M,0,42,42,1.0,|JESSEN|
JESSIAS,M,0,31,31,1.0,|JESSIAS|
JESSICARLA,F,24,0,24,1.0,|JESSICARLA|
JESSICKA,F,70,0,70,1.0,|JESSICKA|
JESSIKELY,F,67,22,89,0.7528089887640449,|GESSICLEI|JESSICLEI|JESSIKELI|JESSIKELY|
JESSICO,M,0,52,52,1.0,|JESSICO|
JESSIELEN,F,21,0,21,1.0,|JESSIELEN|
JESSIELLY,F,20,0,20,1.0,|JESSIELLY|
JESSIKELLY,F,48,0,48,1.0,|JESSIKELLY|
JESSILANIA,F,32,0,32,1.0,|JESSILANIA|
JESSIMIEL,M,0,33,33,1.0,|JESSIMIEL|
JESSINALVA,F,21,0,21,1.0,|JESSINALVA|
JESSIQUELE,F,41,0,41,1.0,|JESSIQUELE|
GESSIVALDA,F,80,0,80,1.0,|GESSIVALDA|JESSIVALDA|
JESSSICA,F,227,0,227,1.0,|GESSSICA|JESSSICA|
JESSUCA,F,69,0,69,1.0,|JESSUCA|
JESUA,F,219,78,297,0.7373737373737373,|GESUA|JESUA|
JESUANA,F,80,0,80,1.0,|JESUANA|
JESUANE,F,107,0,107,1.0,|JESUANE|
JESUILTON,M,0,80,80,1.0,|JESUILTON|
JESUITA,F,1946,43,1989,0.9783810960281548,|GESUITA|JESITA|JESUITA|JEZUITA|
JESUITO,M,0,419,419,1.0,|JESITO|JESUITO|JEZITO|
JESULINDO,M,0,52,52,1.0,|JESULINDO|
JESUM,M,0,139,139,1.0,|JESUM|JESUN|
JESUMAR,M,0,109,109,1.0,|JESUMAR|
JESUMIRA,F,102,0,102,1.0,|GESUMIRA|JESUMIRA|
JESUSA,F,87,0,87,1.0,|JESUSA|
JESUSLENE,F,514,0,514,1.0,|JESUSLENE|
JESUSMAR,M,0,228,228,1.0,|JESUSMAR|
JESUSNILSON,M,0,41,41,1.0,|JESUSNILSON|
GESVALDO,M,0,58,58,1.0,|GESVALDO|JESVALDO|
JETO,M,0,81,81,1.0,|GETO|JETO|
JETTER,M,0,34,34,1.0,|JETTER|
GEUSON,M,0,406,406,1.0,|GEUSON|JAEUSON|JEUSOM|JEUSON|
JEUVA,M,0,21,21,1.0,|GEUVA|JEUVA|
JHEIMILLY,F,24,0,24,1.0,|JHEIMILLY|
JEINIFER,F,254,0,254,1.0,|JEINIFER|JHEINIFER|JHINIFER|JINIFER|JINNIFER|
JHEMILY,F,747,0,747,1.0,|GEMILI|GEMILY|JAEMILI|JEMILI|JEMILY|JHEMELY|JHEMILI|JHEMILY|
JEMIS,M,0,234,234,1.0,|GEMIS|JEMIS|JHEMIS|JHEMYS|
JENNFER,F,779,0,779,1.0,|GENFER|JENFER|JENFFER|JENNFER|JENNFFER|JHENFER|JHENFFER|JHENNFER|
JIONES,M,0,84,84,1.0,|GIONES|JHIONES|JIONES|
JOAN,M,228,5557,5785,0.9605877268798617,|GOHAN|JHOAN|JOAM|JOAN|JOANN|JOHAM|JOHAN|JOHANN|
JOANA,F,271849,1156,273005,0.9957656453178513,|GOANA|JHOANA|JOANA|JOANNA|JOHANA|JOHANNA|
JOANDERSON,M,33,5831,5864,0.9943724420190996,|JHOANDERSON|JOANDERSOM|JOANDERSON|
JOANE,F,6100,615,6715,0.9084139985107967,|JHOANE|JOANE|JOANNE|JOHANE|JOHANNE|
JOANIR,M,1441,2092,3533,0.5921313331446363,|JHOANY|JOANEI|JOANEY|JOANI|JOANIR|JOANNI|JOANNY|JOANY|JOANYR|JOHANNY|
JOAO,M,12184,2972031,2984215,0.9959171842511347,|GOAO|JHOAO|JOAAO|JOAO|
JOBERT,M,0,1428,1428,1.0,|JHOBERT|JOBERT|JOBERTH|
JODAN,M,0,137,137,1.0,|JHODAN|JODAN|
JOE,M,44,2517,2561,0.9828192112456072,|JHOE|JOAE|JOE|JOER|JOHE|
JOIR,M,149,1280,1429,0.8957312806158153,|JHOEY|JHOI|JHOY|JOEY|JOI|JOIR|JOY|
JOHN,M,288,48469,48757,0.9940931558545439,|JHOHN|JHOM|JHON|JHONH|JHONN|JOHM|JOHN|JOHNN|JOM|JON|JONH|JONHN|JONN|JONNH|
JOICE,F,169390,1232,170622,0.9927793602231834,|GOICE|JHOICE|JHOYCE|JOICE|JOICER|JOIYCE|JOYCE|
JOICY,F,3694,30,3724,0.9919441460794844,|JHOICY|JOICI|JOICY|JOYCI|JOYCY|
JOMAR,M,74,3066,3140,0.9764331210191083,|GOMAR|JHOMAR|JOMA|JOMAR|
JOMARA,F,1219,0,1219,1.0,|JHOMARA|JOMARA|JOMHARA|
JONANTA,M,0,514,514,1.0,|JHONANTA|JONANTA|JONANTHA|
JONANTAN,M,0,2317,2317,1.0,|JHONANTAN|JHONANTHAN|JOHNANTAN|JONANTAM|JONANTAN|JONANTHAM|JONANTHAN|JONHANTAN|
JONARA,F,477,0,477,1.0,|JHONARA|JONARA|
JONAS,M,1178,165717,166895,0.9929416699122202,|GONAS|JHONAS|JHONNAS|JOHNAS|JONAS|JONAZ|JONHAS|JONNAS|
JONATH,M,0,898,898,1.0,|JHONAT|JHONATH|JONAT|JONATH|
JONATA,M,1109,81496,82605,0.986574662550693,|JHONATA|JHONATAH|JHONATAR|JHONATHA|JHONNATA|JHONNATHA|JOHNATA|JOHNATHA|JOHNNATA|JOHNNATHA|JONAHTA|JONATA|JONATAH|JONATAR|JONATHA|JONHATA|JONHNATA|JONNATA|JONNATHA|
JONATAN,M,1335,186976,188311,0.9929106637424261,|JHONATAM|JHONATAN|JHONATANN|JHONATHAM|JHONATHAN|JHONNATAN|JHONNATHAN|JOHNATAM|JOHNATAN|JOHNATHAN|JOHNNATAN|JOHNNATHAN|JONAHTAN|JONATAHAN|JONATAHN|JONATAM|JONATAN|JONATANN|JONATHAM|JONATHAN|JONATHANN|JONHATAM|JONHATAN|JONHATHAN|JONHNATAN|JONNATAN|JONNATHAN|
JONATANS,M,0,1420,1420,1.0,|JHONATANS|JHONATHANS|JONATANS|JONATHANS|
JONATAS,M,610,77742,78352,0.992214621196651,|JHONATAS|JHONATHAS|JHONNATAS|JHONNATHAS|JOHNATAS|JOHNATHAS|JONATAS|JONATHAS|JONHATAS|JONNATAS|JONNATHAS|
JONATHN,M,0,380,380,1.0,|JHONATHN|JHONATN|JONATHN|JONATN|
JONATON,M,0,193,193,1.0,|JHONATON|JONATHON|JONATON|
JHONATTA,M,0,466,466,1.0,|JHONATTA|JHONNATTA|JOHNATTA|JONATTA|
JHONATTAN,M,0,1090,1090,1.0,|JHONATTAN|JHONNATTAN|JOHNATTAN|JONATTAN|JONATTHAN|
JHONATTAS,M,0,152,152,1.0,|JHONATTAS|JONATTAS|
JHONE,M,260,14304,14564,0.982147761603955,|JHONE|JHONER|JHONNE|JOHNE|JOHNNE|JONE|JONER|JONHE|JONHNE|JONNE|JONNER|
JONES,M,198,19149,19347,0.9897658551713444,|GONES|JHONES|JHONNES|JOHNES|JOHNNES|JONES|JONEZ|JONHES|JONNES|
JHONY,M,445,44866,45311,0.9901789852353733,|JHONEI|JHONEY|JHONI|JHONIY|JHONNEY|JHONNI|JHONNY|JHONY|JOHNEY|JOHNI|JOHNNEY|JOHNNI|JOHNNY|JOHNY|JONEI|JONEIR|JONEY|JONHI|JONHNI|JONHNNY|JONHNY|JONHY|JONI|JONIR|JONNEY|JONNHY|JONNI|JONNY|JONY|
JONIFER,M,0,208,208,1.0,|JHONIFER|JHONIFFER|JONIFER|
JONILSON,M,0,6973,6973,1.0,|JHONIELSON|JHONILSON|JONAELSON|JONAILSON|JONEILSON|JONELSON|JONIELSOM|JONIELSON|JONILSOM|JONILSON|JONOELSON|JONOILSON|
JONIS,M,0,2992,2992,1.0,|JHONIS|JHONNIS|JHONNYS|JHONYS|JOHNIS|JOHNNYS|JOHNYS|JONEIS|JONHYS|JONIS|JONNIS|JONNYS|JONYS|
JONISON,M,0,1352,1352,1.0,|JHONISON|JHONYSON|JOHNISON|JOHNYSON|JONISOM|JONISON|JONYSON|
JONISSON,M,0,317,317,1.0,|JHONISSON|JONISSON|
JHONLENO,M,0,515,515,1.0,|JHONLENO|JOHNLENO|JONHLENO|JONLENO|
JONIE,M,0,404,404,1.0,|JHONIE|JHONNIE|JOHNIE|JOHNNIE|JONIE|JONIER|JONNIE|
JHONS,M,0,196,196,1.0,|JHONS|JOHNS|JONHS|JONS|
JONSON,M,0,1940,1940,1.0,|JHONSON|JOHNSON|JONHSON|JONSOM|JONSON|
JONTHAN,M,0,1264,1264,1.0,|JHONTAN|JHONTHAN|JOHNTAN|JONHTAN|JONTAM|JONTAN|JONTHAN|
JORDA,M,73,401,474,0.8459915611814346,|JHORDA|JORDA|
JORDAN,M,105,9292,9397,0.9888262211344045,|JHORDAN|JORDAM|JORDAN|JORDANN|JORDHAN|
JORRANA,F,361,0,361,1.0,|JHORANA|JHORRANA|JORANA|JORRANA|
JOSE,M,22760,5743253,5766013,0.9960527317576288,|GOSE|JHOSE|JOSE|JOSEH|JOSER|JOZE|JOZER|
JOSEPH,M,113,4722,4835,0.9766287487073423,|JHOSEF|JHOSEFF|JHOSEPH|JOSEF|JOSEFF|JOSEFH|JOSEPH|JOZEF|
JOSEFE,M,101,1156,1257,0.9196499602227526,|JHOSEFE|JHOSEFER|JHOSEFFER|JOSEFE|JOSEFER|JOSEFFER|JOSEPHE|JOSEPHER|
JOSEFI,M,0,330,330,1.0,|JHOSEFI|JHOSEFY|JOSEFI|JOSEFIR|JOSEFY|JOSEPHI|JOSEPHY|
JOSEP,M,0,302,302,1.0,|JHOSEP|JOSEP|
JOSI,F,8301,1733,10034,0.8272872234403029,|JHOSY|JOSEI|JOSEIR|JOSEY|JOSI|JOSIEI|JOSIR|JOSY|JOZI|JOZIR|JOZY|
JHOU,M,0,74,74,1.0,|JHOU|JOU|
JHOW,M,0,129,129,1.0,|JHOW|JOW|
JUAN,M,445,47203,47648,0.990660678307589,|GUAN|JHUAM|JHUAN|JHUANN|JUAM|JUAN|JUANN|JUHAN|
JULIEN,M,181,231,412,0.5606796116504854,|JHULIEN|JULIEM|JULIEN|
JULIENI,F,382,0,382,1.0,|JHULIENY|JULIENI|JULIENNY|JULIENY|
JULLIE,F,647,0,647,1.0,|JHULLIE|JHULLYE|JULLIE|JULLYE|
JUNIOR,M,804,124742,125546,0.9935959727908495,|JHUNIOR|JUNHIO|JUNHIOR|JUNIIOR|JUNIO|JUNIOR|
JUNEI,M,202,796,998,0.7975951903807615,|JHUNNY|JHUNY|JUHNNY|JUNEI|JUNEY|JUNI|JUNIIR|JUNIR|JUNNY|JUNY|
JIANG,M,21,34,55,0.6181818181818182,|JIANG|
JIENEFER,F,33,0,33,1.0,|JIENEFER|
JIENIFER,F,264,0,264,1.0,|GIENIFER|JHIENIFER|JIENIFER|JIENIFFER|JIENNIFER|
GIOVA,M,72,182,254,0.7165354330708661,|GIOVA|GIOVAA|GIOVAR|JIOVA|
GIUCIANE,F,86,0,86,1.0,|GIUCIANE|JIUCIANE|
GIVANILTO,M,0,92,92,1.0,|GIVANILTO|JIVANILTO|
GISRAEL,M,0,57,57,1.0,|GISRAEL|JIZREEL|
JOA,M,60,4856,4916,0.9877949552481693,|JOA|JOAA|JOAR|
JOAB,M,55,7287,7342,0.9925088531735222,|JOAB|JOAD|JOHAB|
JOABE,M,112,11987,12099,0.9907430366145963,|JOABE|JOABER|JOADE|JOADER|
JOABEL,M,0,220,220,1.0,|JOABEL|JOABIL|JOADIL|
JOADERSON,M,0,154,154,1.0,|JOABERSON|JOADERSON|
JOABES,M,0,706,706,1.0,|JOABES|JOADES|
JOABI,M,0,2394,2394,1.0,|JOABI|JOABY|JOADI|JOADIR|
JOABIA,F,85,0,85,1.0,|JOABIA|JOADIA|
JOABIO,M,0,228,228,1.0,|JOABIO|
JOABIS,M,0,123,123,1.0,|JOABIS|
JOADISON,M,0,424,424,1.0,|JOABISON|JOADISON|
JOABS,M,0,120,120,1.0,|JOABS|
JOABSON,M,0,3950,3950,1.0,|JOABSOM|JOABSON|JOADSOM|JOADSON|
JOACAZ,M,0,47,47,1.0,|JOACAS|JOACAZ|
JOACE,M,0,81,81,1.0,|JOACE|
JOACILIO,M,0,92,92,1.0,|JOACELIO|JOACILIO|
JOACHIM,M,0,52,52,1.0,|JOACHIM|
JOACIR,M,404,14854,15258,0.9735220867741513,|JOACI|JOACIR|JOACY|JOACYR|
JOACIARA,F,51,0,51,1.0,|JOACIARA|
JOACIL,M,0,503,503,1.0,|JOACIL|
JOACILDA,F,39,0,39,1.0,|JOACILDA|
JOACILDO,M,0,81,81,1.0,|JOACILDO|
JOACILENE,F,23,0,23,1.0,|JOACILENE|
JOACELIA,F,49,0,49,1.0,|JOACELIA|JOACILIA|
JOACILO,M,0,26,26,1.0,|JOACILO|
JOACIO,M,0,74,74,1.0,|JOACIO|
JOACIRA,F,118,0,118,1.0,|JOACIRA|
JOACKSON,M,0,30,30,1.0,|JOACKSON|
JOADESON,M,0,93,93,1.0,|JOABESON|JOADESON|
JOADILA,F,26,0,26,1.0,|JOADILA|
JOADILSON,M,0,123,123,1.0,|JOADILSON|
JOADIVA,F,50,0,50,1.0,|JOADIVA|
JOADNA,F,63,0,63,1.0,|JOADNA|
JOAFRAN,M,0,40,40,1.0,|JOAFRAN|
JOAGNO,M,0,21,21,1.0,|JOAGNO|
JOAI,M,116,605,721,0.8391123439667129,|JOAI|JOAIR|JOIA|
JOAKIM,M,0,137,137,1.0,|JOAKIM|JOAKIN|
JOAKSON,M,0,55,55,1.0,|JOAKSON|
JOAMA,F,118,111,229,0.5152838427947598,|JOAMA|JOAMAR|
JOAMARA,F,49,0,49,1.0,|JOAMARA|
JOAMERSON,M,0,201,201,1.0,|JOAMERSON|
JOAMES,M,0,71,71,1.0,|JOAMES|
JOAMESON,M,0,29,29,1.0,|JOAMESON|
JOAMIL,M,0,47,47,1.0,|JOAMIL|
JOAMILSON,M,0,55,55,1.0,|JOAMILSON|
JOAMIR,M,0,305,305,1.0,|JOAMI|JOAMIR|
JOANACI,F,50,0,50,1.0,|JOANACI|JOANACIR|
JOANADARC,F,696,0,696,1.0,|JOANADARC|JOANADARK|
JOANAINA,F,70,0,70,1.0,|JOANAINA|
JOANIA,F,152,0,152,1.0,|JOANAIR|JOANIA|
JOANALICE,F,93,0,93,1.0,|JOANALICE|JOANELICE|
JOANAN,M,0,165,165,1.0,|JOANAN|
JOANARA,F,35,0,35,1.0,|JOANARA|
JOANAS,M,101,687,788,0.8718274111675127,|JOANAS|
JOANATAN,M,0,320,320,1.0,|JOANATAN|JOANATHAN|JOHANATAN|
JOANDA,F,56,0,56,1.0,|JOANDA|
JOANDER,M,0,218,218,1.0,|JOANDER|
JOANDES,M,0,28,28,1.0,|JOANDES|
JOANDESON,M,0,557,557,1.0,|JOANDESOM|JOANDESON|
JOANDIR,M,0,29,29,1.0,|JOANDIR|
JOANDISON,M,0,45,45,1.0,|JOANDISON|
JOANDO,M,0,31,31,1.0,|JOANDO|
JOANDRA,F,183,0,183,1.0,|JOANDRA|
JOANDRE,M,0,87,87,1.0,|JOANDRE|
JOANDRESON,M,0,44,44,1.0,|JOANDRESON|
JOANDRO,M,0,192,192,1.0,|JOANDRO|
JOANDSON,M,0,465,465,1.0,|JOANDSON|
JOANECE,F,24,0,24,1.0,|JOANECE|
JOANEIA,F,25,0,25,1.0,|JOANEIA|
JOANEIDE,F,361,0,361,1.0,|JOANEIDE|JOANIDE|
JOANERSON,M,0,21,21,1.0,|JOANERSON|
JOANES,M,317,2937,3254,0.9025814382298709,|JOANES|JOANEZ|JOANNES|JOHANES|JOHANNES|
JOANESIA,F,35,0,35,1.0,|JOANESIA|
JOANESIO,M,0,78,78,1.0,|JOANESIO|
JOANESSA,F,31,0,31,1.0,|JOANESSA|
JOANETE,F,1260,49,1309,0.9625668449197861,|JOANETE|
JOANGELA,F,147,0,147,1.0,|JOANGELA|
JOANICA,F,23,0,23,1.0,|JOANICA|
JOANICE,F,6117,60,6177,0.9902865468674114,|JOANICE|
JOANICIO,M,0,135,135,1.0,|JOANICIO|
JOANICO,M,0,77,77,1.0,|JOANICO|
JOANIDES,M,38,98,136,0.7205882352941176,|JOANIDES|
JOANIELE,F,24,0,24,1.0,|JOANIELE|
JOANIL,M,97,235,332,0.7078313253012049,|JOANIL|
JOANILA,F,141,0,141,1.0,|JOANILA|JOANILHA|
JOANILCE,F,165,0,165,1.0,|JOANILCE|
JOANILDA,F,595,0,595,1.0,|JOANILDA|
JOANILDE,F,400,0,400,1.0,|JOANILDE|
JOANILDES,F,217,0,217,1.0,|JOANILDES|
JOANILDO,M,0,469,469,1.0,|JOANILDO|
JOANILIA,F,59,0,59,1.0,|JOANILIA|
JOANILMA,F,27,0,27,1.0,|JOANILMA|
JOANILO,M,0,25,25,1.0,|JOANILO|
JOANILSO,M,0,98,98,1.0,|JOANILSO|
JOANILSON,M,0,1732,1732,1.0,|JOANELSON|JOANILSOM|JOANILSON|
JOANILTO,M,0,46,46,1.0,|JOANILTO|
JOANILTON,M,0,333,333,1.0,|JOANILTON|
JOANILZA,F,118,0,118,1.0,|JOANILSA|JOANILZA|
JOANIN,M,0,287,287,1.0,|JOANIM|JOANIN|
JOANINHA,F,1719,0,1719,1.0,|JOANINA|JOANINHA|
JOANINE,F,45,0,45,1.0,|JOANINE|
JOANINO,M,0,90,90,1.0,|JOANINHO|JOANINO|
JOANIO,M,0,63,63,1.0,|JOANIO|
JOANIRA,F,444,0,444,1.0,|JOANIRA|
JOANIS,M,57,290,347,0.8357348703170029,|JOANIS|JOANIZ|JOANNIS|
JOANIZA,F,144,0,144,1.0,|JOANISA|JOANIZA|
JOANISE,F,272,0,272,1.0,|JOANISE|JOANIZE|
JOANISIA,F,105,0,105,1.0,|JOANISIA|JOANIZIA|
JOANISIO,M,0,322,322,1.0,|JOANISIO|JOANIZIO|
JOANISON,M,0,109,109,1.0,|JOANISON|
JOANISSON,M,0,43,43,1.0,|JOANISSON|
JOANITA,F,7625,29,7654,0.996211131434544,|JOANITA|
JOANITO,M,0,842,842,1.0,|JOANITO|
JOANZINHO,M,0,24,24,1.0,|JOANZINHO|
JOAOA,M,0,252,252,1.0,|JOAOA|
JOAOMAR,M,0,75,75,1.0,|JOAOMAR|
JOAONILDO,M,0,29,29,1.0,|JOAONILDO|
JOAOZINHO,M,0,720,720,1.0,|JOAOSINHO|JOAOZINHO|
JOAOZITO,M,0,484,484,1.0,|JOAOSITO|JOAOZITO|
JOAOVICTOR,M,0,80,80,1.0,|JOAOVICTOR|
JOAQUIM,M,634,233225,233859,0.9972889647180566,|JOAQIIM|JOAQIM|JOAQIN|JOAQUIIM|JOAQUIM|JOAQUIN|
JOAQUEM,M,0,33,33,1.0,|JOAQUEM|
JOAQUINA,F,18520,114,18634,0.9938821509069443,|JOAQINA|JOAQUINA|
JOAQUM,M,0,589,589,1.0,|JOAQUM|JOAQUN|
JOARA,F,1030,0,1030,1.0,|JOARA|JOHARA|
JOARDSON,M,0,82,82,1.0,|JOARDSON|
JOAREIS,M,0,758,758,1.0,|JOAREIS|JOAREIZ|JOARIS|
JOARES,M,54,25068,25122,0.9978504896106998,|JOARES|JOAREZ|
JOARI,M,0,823,823,1.0,|JOARI|JOARY|
JOARIA,F,192,0,192,1.0,|JOARIA|
JOARILDO,M,0,27,27,1.0,|JOARILDO|
JOARILSON,M,0,30,30,1.0,|JOARILSON|
JOARINA,F,165,0,165,1.0,|JOARINA|
